full_name,role,user_id,department,location,status,hire_date,termination_date,username,hostname,device_id,manager_username,device_id_conflict,device_user_count
Yashica Kumer,Manager,EMP12508,Human Resources,Warehouse,Active,2022-02-11 10:26:05,,yashica.kumer96,LPT-12508,DEV86610,unknown,False,1
Hardik Sundaram,Trainee,EMP11368,R&D,Branch Office,Inactive,2022-03-17 00:00:00,,hardik.sundaram36,LPT-11368,,unknown,False,0
Laksh Bala,Engineer,EMP10556,Marketing,,Active,2026-04-13 00:00:00,,laksh.bala93,WS-10556,DEV59923,manager925,False,1
Yug Rajan,Trainee,EMP12108,Human Resources,Branch Office,Active,2020-02-10 18:58:12,,yug.rajan98,WS-12108,DEV77669,manager931,False,1
Yagnesh Agrawal,Director,EMP12761,Sales,Remote,Active,2023-01-07 12:15:55,,yagnesh.agrawal38,,DEV50414,manager882,False,1
Lila Rajagopalan,Executive,EMP10570,R&D,Regional Office,Active,2023-11-19 10:20:41,,lila.rajagopalan71,VDR-10570,DEV33204,manager751,False,1
Anya Bahl,Consultant,EMP10352,IT,Work From Home,Active,2022-03-27 22:56:48,,anya.bahl99,WS-10352,DEV45649,manager690,False,1
Aishani Parmer,Trainee,EMP10091,Human Resources,,Inactive,,2026-02-12 22:44:37,aishani.parmer57,WS-10091,DEV62757,manager140,False,1
Neel Shankar,Administrator,EMP12189,Operations,Remote,Disabled,2021-10-15 06:34:13,2024-11-11 19:47:19,,WS-12189,,manager586,False,0
Zaid Mangat,Trainee,EMP12611,Marketing,Work From Home,Active,2025-11-13 00:00:00,,zaid.mangat27,LPT-12611,DEV41549,manager201,False,1
Upasna Kuruvilla,Officer,EMP11170,Customer Support,Work From Home,Active,2026-01-30 04:22:39,,upasna.kuruvilla64,LPT-11170,,manager691,False,0
Ati Choudhury,Administrator,EMP11588,R&D,Remote,Active,,,ati.choudhury94,VDR-11588,DEV55095,manager902,False,1
Azad Joshi,Engineer,EMP11285,Finance,Remote,Active,2022-07-24 08:49:00,,azad.joshi75,,DEV64566,manager404,False,1
Aarush Krishna,Trainee,EMP11813,Customer Support,Branch Office,Active,2023-02-15 18:52:49,,aarush.krishna22,LPT-11813,,,False,0
Aadi Arya,Administrator,EMP11565,Customer Support,Head Office,Active,2024-08-15 00:00:00,,aadi.arya44,WS-11565,DEV65904,manager332,False,1
Aarini Chandran,Analyst,EMP11543,Legal,Data Center,Active,2026-07-23 08:42:50,,aarini.chandran27,WS-11543,DEV62321,manager934,False,1
Timothy Maharaj,Manager,EMP11576,Customer Support,,Active,2025-08-13 20:35:28,,timothy.maharaj40,VDR-11576,DEV88439,manager941,False,1
Omisha Suri,Executive,EMP10697,IT,Regional Office,Active,2021-02-25 20:10:24,,omisha.suri10,WS-10697,DEV96235,manager757,False,1
Pallavi Dhingra,Administrator,EMP12583,IT,Head Office,Active,2026-07-25 05:53:07,,pallavi_dhingra3,LPT-12583,,,False,0
Nirja Wable,Consultant,EMP10348,Customer Support,Data Center,Active,2025-07-11 23:32:50,,nirja.wable20,VDR-10348,DEV93138,manager167,False,1
Neel Balay,Analyst,EMP12008,Customer Support,Work From Home,Active,2020-06-13 08:31:08,,neel.balay38,LPT-12008,DEV66512,manager309,False,1
Warda Dua,Executive,EMP12418,Marketing,Head Office,Active,2025-08-22 15:09:00,,warda.dua80,WS-12418,DEV59411,manager626,True,2
Radhika Bath,Executive,EMP12505,Procurement,Work From Home,Active,2020-05-26 00:07:56,,radhika.bath93,LPT-12505,DEV68365,manager251,False,1
Faris Garde,Manager,EMP12236,Sales,Head Office,Active,2022-12-28 23:44:00,,faris.garde11,WS-12236,DEV53553,,False,1
Shivani Deol,Engineer,EMP11137,Operations,Remote,Inactive,2020-11-09 01:20:12,2023-01-01 19:25:00,shivani.deol7,WS-11137,DEV46721,,False,1
Wakeeta Nigam,Engineer,EMP12043,Procurement,Remote,Disabled,2021-10-15 00:35:38,2022-07-16 01:48:12,wakeeta.nigam43,LPT-12043,DEV21273,manager564,False,1
Balendra Chander,Analyst,EMP12752,Operations,Regional Office,Active,,,balendra.chander68,LPT-12752,,manager447,False,0
Kashvi Vala,Trainee,EMP12921,Procurement,Warehouse,Active,2022-07-28 23:59:54,,kashvi.vala58,LPT-12921,DEV28628,,False,1
Zayan Narayan,Administrator,EMP12905,Procurement,Remote,Active,2025-05-02 14:29:26,,zayan.narayan72,VDR-12905,DEV89760,manager514,False,1
Mitesh Koshy,Administrator,EMP11339,Marketing,Work From Home,Active,2022-08-11 11:45:40,,mitesh.koshy47,VDR-11339,DEV89691,manager428,False,1
Upadhriti Wason,Executive,EMP12566,Innovation,Work From Home,Inactive,2020-01-05 15:06:00,,,LPT-12566,DEV57091,unknown,False,1
Pranit Sastry,Director,EMP10453,People,Warehouse,Active,2021-07-17 03:46:00,,pranit.sastry21,WS-10453,DEV84572,manager897,False,1
Tanay Bains,Trainee,EMP10913,Sales,Remote,Active,2022-04-06 11:33:47,,tanay.bains1,WS-10913,,manager872,False,0
Ikshita Mital,Manager,EMP11199,People,,Inactive,2023-05-18 00:00:00,2024-03-23 00:00:00,ikshita.mital60,VDR-11199,DEV24201,manager166,False,1
Balhaar Vaidya,Executive,EMP11274,IT,Data Center,On Leave,2023-01-14 18:20:43,,,LPT-11274,DEV96424,manager350,True,2
Gaurika Tandon,Consultant,EMP12845,R&D,Work From Home,Active,2022-04-14 21:53:12,,gaurika.tandon2,WS-12845,DEV21023,manager229,False,1
Bhavani Karan,Trainee,EMP10037,Customer Support,,Active,2022-05-09 14:46:23,,bhavani.karan34,LPT-10037,DEV22097,manager441,False,1
Laksh Dani,Specialist,EMP10974,Procurement,Head Office,Active,2023-08-23 01:52:39,,laksh.dani30,,DEV60321,,False,1
Vaishnavi Wali,Analyst,EMP12854,Finance,,Active,2021-08-16 03:18:00,,vaishnavi.wali56,LPT-12854,DEV42127,unknown,False,1
Meghana Mani,Engineer,EMP10983,R&D,Head Office,Active,2023-12-20 11:30:06,,meghana.mani6,VDR-10983,DEV39232,manager344,False,1
Ojasvi Gade,Specialist,EMP12938,People,,Active,2020-08-30 00:00:00,,ojasvi_gade59,WS-12938,DEV64458,manager420,False,1
Dakshesh Agate,Director,EMP12516,Human Resources,Remote,Inactive,2025-03-20 00:00:00,,dakshesh.agate15,LPT-12516,DEV61496,manager237,False,1
Yutika Doctor,Executive,EMP11418,Marketing,Work From Home,Active,2025-11-29 14:23:39,,,WS-11418,DEV83464,,False,1
Charvi Dyal,Administrator,EMP11284,Marketing,Warehouse,Active,,,charvi.dyal13,WS-11284,DEV32715,,False,1
Nachiket Singh,Consultant,EMP11752,Legal,Branch Office,Active,2022-08-20 13:22:28,,nachiket.singh59,VDR-11752,DEV71509,manager820,False,1
Janya Tella,Officer,EMP10039,Finance,Head Office,Active,2023-08-28 00:00:00,,janya.tella10,WS-10039,DEV86350,manager415,False,1
Ethan Mukherjee,Director,EMP11486,Procurement,Head Office,Active,2024-11-03 00:00:00,,ethan.mukherjee77,,DEV89929,manager800,False,1
Nitara Bhargava,Executive,EMP12003,Human Resources,Remote,Active,,,nitara.bhargava30,WS-12003,,manager657,False,0
Anirudh Rai,Trainee,EMP10169,Operations,Branch Office,Active,2022-07-07 23:51:26,,anirudh.rai28,LPT-10169,DEV28030,,False,1
Finn Bahl,Specialist,EMP11355,R&D,Branch Office,Active,2021-01-24 05:38:51,,finn.bahl84,WS-11355,DEV64899,,False,1
Ayaan Mangat,Engineer,EMP10737,Human Resources,Data Center,Active,2021-01-10 07:40:00,,ayaan.mangat29,WS-10737,DEV98918,,False,1
Qabil Sastry,Specialist,EMP11656,Marketing,Work From Home,Active,2021-09-06 13:45:51,,qabil.sastry23,LPT-11656,DEV94048,manager424,False,1
Harsh Patla,Director,EMP12782,Procurement,Data Center,Active,2022-11-01 05:36:00,,harsh.patla58,LPT-12782,DEV78969,unknown,False,1
Ikbal Bumb,Executive,EMP11564,Operations,Remote,Active,2023-11-18 17:23:14,,ikbal.bumb44,,DEV73878,manager784,False,1
Nidra Bhagat,Analyst,EMP12223,Procurement,Regional Office,Active,2021-11-13 03:22:40,,nidra.bhagat91,LPT-12223,DEV18305,,False,1
Utkarsh Murty,Executive,EMP10634,Procurement,Remote,Active,,,utkarsh.murty19,LPT-10634,DEV83051,manager425,False,1
Isha Gokhale,Executive,EMP12925,Procurement,Regional Office,Active,2023-05-07 13:41:00,,isha.gokhale21,WS-12925,,unknown,False,0
Nikita Gala,Manager,EMP12042,Human Resources,Data Center,Active,2021-09-10 17:32:15,,nikita.gala74,VDR-12042,,manager821,False,0
Ati Patla,Analyst,EMP11290,Innovation,Head Office,Disabled,2025-07-12 02:33:39,2025-09-25 18:12:39,ati.patla67,,DEV45412,,False,1
Chakrika Sehgal,Administrator,EMP11380,Human Resources,Data Center,Active,2023-08-13 00:15:06,,chakrika.sehgal29,WS-11380,DEV52650,manager575,False,1
Ekta Edwin,Executive,EMP10579,IT,Head Office,Active,2023-09-24 02:42:48,,ekta.edwin69,WS-10579,DEV45283,manager338,False,1
Radha Sidhu,Trainee,EMP10328,Legal,Branch Office,Active,2023-07-10 22:51:00,,radha.sidhu98,VDR-10328,DEV92890,manager177,False,1
Zehaan Dar,Consultant,EMP12732,Compliance,Branch Office,Active,2020-05-25 01:31:15,,zehaan.dar65,,DEV53186,manager869,False,1
Vasana Behl,Director,EMP10892,Human Resources,Warehouse,Active,2020-02-11 08:03:46,,,LPT-10892,DEV10766,manager588,False,1
Orinder Gera,Consultant,EMP12178,Finance,Remote,Active,2021-01-18 09:48:00,,orinder.gera82,,DEV32915,manager811,False,1
Vrinda Guha,Analyst,EMP10780,Innovation,,Active,2020-03-18 00:53:36,,vrinda.guha94,VDR-10780,DEV82215,manager961,False,1
Dayita Kant,Executive,EMP10159,Operations,Data Center,Active,2022-07-29 19:55:41,,dayita_kant42,LPT-10159,DEV71462,unknown,False,1
Ethan Bhattacharyya,Trainee,EMP11651,Legal,Regional Office,Inactive,,,ethan.bhattacharyya54,WS-11651,DEV68181,manager433,False,1
Waida Rai,Analyst,EMP11807,Sales,,Active,2020-03-05 08:50:34,,waida.rai24,LPT-11807,,manager158,False,0
Tanay Dani,Consultant,EMP12396,IT,Head Office,Inactive,2022-03-15 12:13:37,2026-02-19 15:56:31,tanay.dani38,WS-12396,DEV64209,manager204,False,1
Bahadurjit Mishra,Officer,EMP10061,Customer Support,Work From Home,Active,2022-04-27 23:31:55,,bahadurjit.mishra54,VDR-10061,DEV38906,manager129,False,1
Widisha Konda,Administrator,EMP10849,Sales,,Active,2025-12-16 17:46:00,,widisha.konda86,WS-10849,DEV50536,manager931,False,1
Vedika Loke,Specialist,EMP12196,Sales,Data Center,Active,2024-10-30 18:07:55,,vedika_loke72,LPT-12196,DEV78349,,False,1
Ria Thakkar,Executive,EMP12978,Legal,Work From Home,Active,2022-11-19 11:55:37,,ria.thakkar89,VDR-12978,DEV85574,manager257,False,1
Samaksh Buch,Director,EMP11716,IT,Warehouse,Active,2020-04-21 20:46:16,,samaksh.buch64,,DEV15259,manager696,False,1
Tripti Johal,Engineer,EMP11043,Finance,Branch Office,Active,2022-07-30 16:49:36,,tripti.johal40,,DEV33125,manager559,False,1
Harsh Lall,Consultant,EMP12930,Procurement,Warehouse,Active,2025-05-02 08:49:36,,harsh.lall96,WS-12930,DEV95236,manager858,False,1
Gautam Thakur,Executive,EMP11544,Human Resources,,Active,2026-06-08 16:39:32,,gautam.thakur16,VDR-11544,DEV77698,manager600,False,1
Umang Sidhu,Executive,EMP12816,IT,Regional Office,Active,2025-05-21 13:19:46,,umang.sidhu48,VDR-12816,DEV94026,manager957,False,1
Leena Virk,Analyst,EMP11726,Procurement,Work From Home,Inactive,2022-07-31 18:36:53,2025-09-05 00:00:00,leena.virk4,LPT-11726,DEV45944,manager263,False,1
Megha Arya,Administrator,EMP11070,Legal,,Inactive,2024-11-11 00:00:00,2026-05-22 11:01:13,megha.arya94,LPT-11070,DEV28764,manager230,False,1
Yashodhara Arora,Trainee,EMP10053,People,Data Center,Active,,,yashodhara.arora79,VDR-10053,,manager509,False,0
Nakul Dave,Trainee,EMP12517,Sales,Data Center,Active,2021-05-07 03:45:10,,nakul.dave66,,DEV69891,manager531,False,1
Qasim Mittal,Engineer,EMP10258,IT,,Active,2024-08-03 23:24:30,,qasim.mittal91,LPT-10258,DEV62725,manager984,False,1
Agastya Pai,Administrator,EMP10505,Legal,,Active,2022-10-27 00:00:00,,agastya.pai92,WS-10505,,,False,0
Samuel Sarkar,Trainee,EMP10752,Finance,Regional Office,Active,2022-04-17 21:52:54,,samuel.sarkar48,LPT-10752,DEV92840,manager230,False,1
Vasudha Tata,Analyst,EMP12084,Operations,Head Office,Active,2025-07-24 03:29:00,,vasudha.tata96,WS-12084,DEV36062,,False,1
Balvan Shere,Specialist,EMP10217,IT,Warehouse,Active,,,balvan.shere52,LPT-10217,,manager561,False,0
Atharv Keer,Officer,EMP10824,Customer Support,,Active,2021-04-30 15:23:00,,atharv.keer85,,DEV72378,manager500,False,1
Edhitha Khatri,Officer,EMP11623,Procurement,Warehouse,Active,2022-05-27 00:00:00,,edhitha.khatri73,WS-11623,DEV81615,manager558,False,1
Edhitha Dugal,Consultant,EMP12345,Operations,Data Center,Active,,,edhitha.dugal87,WS-12345,,manager838,False,0
Aadhya Uppal,Engineer,EMP11389,Legal,Warehouse,Inactive,2020-04-22 01:56:00,2024-10-14 00:45:00,aadhya.uppal43,VDR-11389,DEV42598,manager507,False,1
Barkha Sahota,Specialist,EMP11266,Brand,,Active,2024-04-12 12:18:19,,barkha.sahota45,VDR-11266,DEV10407,,False,1
Kashvi Gulati,Executive,EMP12540,Finance,Remote,Disabled,2025-11-25 00:00:00,2026-02-16 23:12:36,kashvi_gulati39,LPT-12540,DEV44736,manager202,False,1
Chatresh Cheema,Trainee,EMP11822,Procurement,Remote,Active,2020-06-07 04:35:53,,chatresh.cheema43,VDR-11822,,,False,0
Megha Shetty,Engineer,EMP11598,Sales,Branch Office,Disabled,2021-03-27 16:04:21,2023-04-23 18:11:06,megha_shetty89,WS-11598,,unknown,False,0
Shivansh Chaudhry,Executive,EMP11607,Legal,,Active,,,shivansh.chaudhry63,LPT-11607,DEV96743,manager411,False,1
Darpan Sibal,Director,EMP11747,Operations,Head Office,Active,2023-04-19 00:00:00,,darpan.sibal55,VDR-11747,DEV88323,manager411,False,1
Wriddhish Sachar,Administrator,EMP10771,IT,Branch Office,Inactive,2021-12-22 19:38:09,2026-05-25 05:20:50,wriddhish.sachar57,LPT-10771,DEV12888,manager521,False,1
Gautam Ganguly,Specialist,EMP12887,Finance,Remote,Active,2020-05-17 14:52:00,,gautam.ganguly1,WS-12887,DEV29285,,False,1
Vedant Kar,Analyst,EMP11871,Operations,Remote,Active,2024-05-11 00:47:00,,vedant.kar97,WS-11871,DEV66675,,False,1
Finn Kurian,Director,EMP11085,Customer Support,Head Office,Active,2024-12-08 04:32:37,,finn.kurian25,LPT-11085,DEV52391,,False,1
Vaishnavi Barad,Analyst,EMP11325,Procurement,Work From Home,Disabled,2020-08-26 00:34:51,2024-05-19 13:40:40,vaishnavi.barad69,LPT-11325,DEV42757,manager144,False,1
Yashvi Vasa,Officer,EMP12186,Operations,,Active,2021-12-13 20:04:54,,yashvi.vasa30,,DEV44965,manager335,False,1
Darika Wali,Executive,EMP12875,Customer Support,Remote,Active,2023-07-12 12:00:00,,darika_wali54,,,manager361,False,0
Dipta Bala,Executive,EMP11825,Brand,Branch Office,Active,2022-05-06 00:00:00,,dipta.bala82,LPT-11825,DEV22214,manager142,True,2
Girindra Uppal,Trainee,EMP11754,Customer Support,Head Office,Active,2025-12-05 21:51:31,,girindra.uppal4,VDR-11754,DEV33754,manager920,False,1
Hiral Devi,Engineer,EMP11789,Operations,Branch Office,Active,2026-06-26 13:01:38,,,LPT-11789,DEV82575,manager925,False,1
Madhav Samra,Analyst,EMP11987,Customer Support,Work From Home,Inactive,2023-06-19 23:19:39,,madhav.samra18,WS-11987,,,False,0
Charles Padmanabhan,Engineer,EMP12662,Customer Support,Warehouse,Active,2022-10-07 00:56:00,,charles.padmanabhan1,LPT-12662,DEV62127,manager260,False,1
Chameli Srinivas,Manager,EMP11163,Compliance,,Active,,,chameli.srinivas29,LPT-11163,DEV24435,manager730,False,1
Yash Boase,Specialist,EMP10963,Supply Chain,Warehouse,Active,2026-05-06 00:00:00,,yash_boase95,LPT-10963,DEV18566,manager365,False,1
Zinal Munshi,Engineer,EMP12988,Legal,Warehouse,Active,2022-10-01 12:05:36,,zinal.munshi37,WS-12988,DEV67936,manager958,False,1
Gopal Walia,Engineer,EMP11771,Finance,Warehouse,Active,2020-08-21 04:32:13,,gopal.walia83,VDR-11771,DEV47699,manager131,False,1
Lila Mall,Trainee,EMP10398,Procurement,Branch Office,Active,2025-06-05 00:00:00,,lila.mall81,LPT-10398,,manager183,False,0
Rishi Suresh,Director,EMP10584,Innovation,Regional Office,Active,2026-03-12 13:17:00,,rishi.suresh27,WS-10584,DEV52344,manager662,False,1
Yamini Dubey,Director,EMP10948,IT,Regional Office,Active,2024-12-26 04:12:00,,yamini.dubey62,LPT-10948,DEV12440,manager352,False,1
Pavani Wali,Director,EMP10704,Operations,Remote,Active,,,pavani.wali74,WS-10704,DEV47907,,False,1
Girik Salvi,Specialist,EMP10431,Procurement,Warehouse,Inactive,2024-04-03 22:17:52,2025-11-17 00:00:00,girik.salvi82,LPT-10431,DEV71894,,False,1
Falguni Rajan,Specialist,EMP10292,Human Resources,Warehouse,Active,2023-07-09 15:54:00,,falguni.rajan71,WS-10292,DEV60493,manager186,False,1
Abhimanyu Dass,Analyst,EMP10145,Marketing,Branch Office,Inactive,2022-12-26 14:12:00,2023-08-06 03:00:22,abhimanyu.dass89,WS-10145,DEV50499,manager510,False,1
Mohini Dani,Administrator,EMP10323,Sales,Work From Home,Active,2020-09-27 05:55:22,,mohini.dani84,LPT-10323,DEV68947,,False,1
Ira Kaul,Executive,EMP12175,Innovation,,Disabled,2025-06-07 01:01:25,2025-08-05 04:22:13,ira.kaul35,WS-12175,DEV44487,manager213,False,1
Balhaar Thakkar,Executive,EMP11165,Legal,Regional Office,Active,,,balhaar.thakkar24,VDR-11165,,manager206,False,0
Bhanumati Anand,Consultant,EMP11452,Operations,,Active,2023-05-22 00:00:00,,bhanumati.anand48,LPT-11452,DEV90028,,False,1
Xalak Tiwari,Officer,EMP10002,Sales,Data Center,Active,,,xalak.tiwari72,LPT-10002,DEV68878,,False,1
Nicholas Gola,Manager,EMP10576,Marketing,Data Center,Active,2025-03-20 04:42:54,,nicholas.gola29,VDR-10576,DEV41399,unknown,False,1
Chavvi Dey,Trainee,EMP12372,Procurement,,Active,2024-01-27 00:00:00,,chavvi.dey98,LPT-12372,,unknown,False,0
Amara Mitter,Manager,EMP10339,Finance,Warehouse,Active,2021-05-24 21:25:01,,amara.mitter83,VDR-10339,DEV11110,manager839,False,1
Bimala Khosla,Administrator,EMP11897,IT,Head Office,Active,2020-07-04 03:31:31,,bimala.khosla56,WS-11897,DEV70762,manager636,False,1
Neelima Koshy,Trainee,EMP12140,Human Resources,,Active,2021-07-18 14:25:00,,neelima.koshy46,VDR-12140,DEV97821,manager146,False,1
Ranveer Kapadia,Officer,EMP10925,Procurement,Work From Home,Active,2022-06-03 00:30:14,,ranveer.kapadia75,VDR-10925,DEV40649,manager934,False,1
Netra Wali,Engineer,EMP10265,Customer Support,,Active,2025-02-16 05:07:35,,netra.wali12,WS-10265,DEV59436,manager174,True,2
Bhanumati Chandran,Manager,EMP10376,IT,Remote,Active,2025-06-19 15:38:43,,bhanumati.chandran62,WS-10376,DEV27987,,False,1
Timothy Korpal,Executive,EMP11983,Human Resources,Work From Home,Disabled,2023-08-28 13:46:00,2026-01-14 06:26:50,timothy.korpal25,LPT-11983,DEV48591,unknown,False,1
Widisha Hari,Officer,EMP11463,IT,Regional Office,Active,2024-07-20 03:23:17,,widisha.hari94,WS-11463,DEV42588,manager844,False,1
Widisha Nagy,Administrator,EMP10271,Legal,Branch Office,Active,2024-11-05 06:35:07,,,LPT-10271,DEV53236,,False,1
George Krishnamurthy,Consultant,EMP10696,Legal,Work From Home,Active,2025-09-12 00:00:00,,george_krishnamurthy72,WS-10696,,,False,0
Bishakha Chopra,Executive,EMP10244,Marketing,Data Center,Inactive,2025-12-25 21:00:52,,bishakha.chopra60,VDR-10244,,manager402,False,0
Unnati Kaur,Consultant,EMP12898,Legal,Work From Home,Active,2025-04-19 03:37:00,,unnati.kaur19,WS-12898,DEV83810,manager956,False,1
Jason Parmar,Administrator,EMP10476,Finance,Regional Office,Disabled,2025-11-15 14:29:02,2026-02-02 19:54:36,jason.parmar97,WS-10476,DEV29192,,False,1
Tarak Hegde,Specialist,EMP11804,IT,Regional Office,Active,2024-01-01 00:15:33,,tarak.hegde80,VDR-11804,DEV33061,unknown,False,1
Saanvi Konda,Engineer,EMP12116,Customer Support,Work From Home,Active,2020-06-27 21:32:30,,saanvi.konda9,LPT-12116,,,False,0
Urmi Gandhi,Consultant,EMP12314,Brand,Remote,Active,,,urmi.gandhi15,LPT-12314,DEV17318,manager888,False,1
Zinal Varty,Specialist,EMP11812,Procurement,,Active,2024-06-14 08:46:59,,zinal.varty46,VDR-11812,DEV63110,unknown,False,1
Omkaar Upadhyay,Consultant,EMP12615,Sales,Warehouse,Active,2021-06-01 04:44:15,,omkaar.upadhyay44,LPT-12615,DEV25647,manager792,False,1
Jason Goda,Specialist,EMP12868,Procurement,Warehouse,Active,2025-10-11 00:00:00,,jason.goda96,WS-12868,DEV61303,manager538,False,1
Rishi Thaker,Director,EMP12069,Sales,Branch Office,Disabled,2025-08-03 23:53:44,,rishi.thaker79,LPT-12069,DEV65980,manager410,False,1
Vritti Bhalla,Administrator,EMP10250,R&D,Regional Office,Active,2020-01-10 08:50:59,,vritti_bhalla72,LPT-10250,,manager692,False,0
Rushil Sunder,Engineer,EMP10413,People,,Active,2022-09-23 00:00:00,,rushil.sunder88,WS-10413,,manager526,False,0
Zayyan Mohan,Officer,EMP10545,Operations,Warehouse,Active,2020-10-15 23:17:09,,,LPT-10545,DEV44517,manager866,False,1
Nikita Rao,Administrator,EMP11193,Human Resources,Warehouse,Active,2021-07-10 17:05:43,,nikita.rao21,WS-11193,DEV56316,manager571,False,1
Wazir Parsa,Executive,EMP10738,Customer Support,Remote,Active,2022-11-08 08:58:00,,wazir.parsa74,LPT-10738,DEV15975,manager380,False,1
Gabriel Trivedi,Executive,EMP10310,Legal,Branch Office,Active,2020-03-31 16:44:00,,gabriel.trivedi30,VDR-10310,DEV96154,manager302,False,1
Jack Madan,Engineer,EMP11798,Procurement,,Active,2020-03-08 23:26:23,,jack.madan88,VDR-11798,DEV18479,manager453,False,1
Yash Sawhney,Specialist,EMP10893,Compliance,Regional Office,Active,2025-03-31 00:00:00,,yash.sawhney59,WS-10893,DEV49688,manager789,False,1
Nilima Gour,Engineer,EMP11131,Legal,Warehouse,Active,,,nilima.gour98,,DEV77009,,False,1
Geetika Gaba,Engineer,EMP11449,Compliance,Data Center,Disabled,2026-01-03 03:53:08,2026-02-09 09:02:16,geetika.gaba88,VDR-11449,DEV59321,manager425,False,1
Omaja Mann,Officer,EMP12993,Legal,Branch Office,Active,2020-12-10 16:06:12,,omaja.mann4,LPT-12993,,manager498,False,0
Isaiah Swaminathan,Officer,EMP10015,Marketing,Work From Home,Inactive,2025-04-26 17:45:42,,isaiah.swaminathan1,LPT-10015,DEV76542,manager256,False,1
Chameli Rama,Analyst,EMP10721,Marketing,,Inactive,2022-03-13 07:39:56,,chameli.rama10,WS-10721,DEV53601,,False,1
Ayush Yogi,Director,EMP11420,Operations,Branch Office,Inactive,2021-08-16 08:48:01,2023-02-23 00:00:00,ayush.yogi99,VDR-11420,DEV83373,,False,1
Arin Sant,Engineer,EMP12715,Customer Support,Data Center,Active,2020-08-29 14:54:26,,arin.sant37,WS-12715,DEV44944,unknown,False,1
